# D2Common.dll Data Todo List
# Format: [ ] name @ address (N xrefs)
# Generated by extract_ghidra_data_REST.ps1 on 10/16/2025 01:22:55
# Using list_data_items_by_xrefs endpoint (v1.7.4+)
# Total data items: 5000
# Total items fetched: 5000
# Sorted by xref count (highest first)
# Items with 0 xrefs excluded by API
#

[X] GlobalDataTables @ 6fde9e1c (511 xrefs)
[ ] s_Param6_6fde07e0 @ 6fde07e0 (1 xrefs)
[ ] s_lvlmana_6fde07e8 @ 6fde07e8 (1 xrefs)
[ ] s_manashift_6fde07f8 @ 6fde07f8 (1 xrefs)
[ ] s_minmana_6fde0804 @ 6fde0804 (1 xrefs)
[ ] s_startmana_6fde080c @ 6fde080c (1 xrefs)
[ ] s_usemanaondo_6fde0818 @ 6fde0818 (1 xrefs)
[ ] s_delay_6fde0824 @ 6fde0824 (1 xrefs)
[ ] s_reqskill3_6fde082c @ 6fde082c (1 xrefs)
[ ] s_reqskill2_6fde0838 @ 6fde0838 (1 xrefs)
[ ] s_reqskill1_6fde0844 @ 6fde0844 (1 xrefs)
[ ] s_reqvit_6fde0850 @ 6fde0850 (1 xrefs)
[ ] s_reqint_6fde0858 @ 6fde0858 (1 xrefs)
[ ] s_reqlevel_6fde0860 @ 6fde0860 (1 xrefs)
[ ] s_skpoints_6fde086c @ 6fde086c (1 xrefs)
[ ] s_repeat_6fde0878 @ 6fde0878 (1 xrefs)
[ ] s_TgtPlaceCheck_6fde0880 @ 6fde0880 (1 xrefs)
[ ] s_interrupt_6fde0890 @ 6fde0890 (1 xrefs)
[ ] s_leftskill_6fde089c @ 6fde089c (1 xrefs)
[ ] s_AttackNoMana_6fde08a8 @ 6fde08a8 (1 xrefs)
[ ] s_TargetItem_6fde08b8 @ 6fde08b8 (1 xrefs)
[ ] s_TargetAlly_6fde08c4 @ 6fde08c4 (1 xrefs)
[ ] s_TargetPet_6fde08d0 @ 6fde08d0 (1 xrefs)
[ ] s_TargetCorpse_6fde08dc @ 6fde08dc (1 xrefs)
[ ] s_SearchOpenXY_6fde08ec @ 6fde08ec (1 xrefs)
[ ] s_SearchEnemyNear_6fde08fc @ 6fde08fc (1 xrefs)
[ ] s_SearchEnemyXY_6fde090c @ 6fde090c (1 xrefs)
[ ] s_TargetableOnly_6fde091c @ 6fde091c (1 xrefs)
[ ] s_SelectProc_6fde092c @ 6fde092c (1 xrefs)
[ ] s_UseAttackRate_6fde0938 @ 6fde0938 (1 xrefs)
[ ] s_enhanceable_6fde0948 @ 6fde0948 (1 xrefs)
[ ] s_noammo_6fde0954 @ 6fde0954 (1 xrefs)
[ ] s_attackrank_6fde095c @ 6fde095c (1 xrefs)
[ ] s_lineofsight_6fde0968 @ 6fde0968 (1 xrefs)
[ ] s_InGame_6fde0974 @ 6fde0974 (1 xrefs)
[ ] s_ItemCastOverlay_6fde097c @ 6fde097c (1 xrefs)
[ ] s_ItemCastSound_6fde098c @ 6fde098c (1 xrefs)
[ ] s_ItemTarget_6fde099c @ 6fde099c (1 xrefs)
[ ] s_ItemCltCheckStart_6fde09a8 @ 6fde09a8 (1 xrefs)
[ ] s_ItemCheckStart_6fde09bc @ 6fde09bc (1 xrefs)
[ ] s_ItemTgtDo_6fde09cc @ 6fde09cc (1 xrefs)
[ ] s_ItemCltEffect_6fde09d8 @ 6fde09d8 (1 xrefs)
[ ] s_ItemEffect_6fde09e8 @ 6fde09e8 (1 xrefs)
[ ] s_scroll_6fde09f4 @ 6fde09f4 (1 xrefs)
[ ] s_general_6fde09fc @ 6fde09fc (1 xrefs)
[ ] s_perdelay_6fde0a04 @ 6fde0a04 (1 xrefs)
[ ] s_periodic_6fde0a10 @ 6fde0a10 (1 xrefs)
[ ] s_passive_6fde0a24 @ 6fde0a24 (1 xrefs)
[ ] s_InTown_6fde0a34 @ 6fde0a34 (1 xrefs)
[ ] s_prgstack_6fde0a3c @ 6fde0a3c (1 xrefs)
[ ] s_finishing_6fde0a48 @ 6fde0a48 (1 xrefs)
[ ] s_progressive_6fde0a54 @ 6fde0a54 (1 xrefs)
[ ] s_maxlvl_6fde0a60 @ 6fde0a60 (1 xrefs)
[ ] s_etypeb2_6fde0a68 @ 6fde0a68 (1 xrefs)
[ ] s_etypeb1_6fde0a70 @ 6fde0a70 (1 xrefs)
[ ] s_itypeb3_6fde0a78 @ 6fde0a78 (1 xrefs)
[ ] s_itypeb2_6fde0a80 @ 6fde0a80 (1 xrefs)
[ ] s_itypeb1_6fde0a88 @ 6fde0a88 (1 xrefs)
[ ] s_etypea2_6fde0a90 @ 6fde0a90 (1 xrefs)
[ ] s_etypea1_6fde0a98 @ 6fde0a98 (1 xrefs)
[ ] s_itypea3_6fde0aa0 @ 6fde0aa0 (1 xrefs)
[ ] s_itypea2_6fde0aa8 @ 6fde0aa8 (1 xrefs)
[ ] s_itypea1_6fde0ab0 @ 6fde0ab0 (1 xrefs)
[ ] s_weapsel_6fde0ab8 @ 6fde0ab8 (1 xrefs)
[ ] s_seqinput_6fde0ac8 @ 6fde0ac8 (1 xrefs)
[ ] s_seqnum_6fde0ad4 @ 6fde0ad4 (1 xrefs)
[ ] s_monanim_6fde0adc @ 6fde0adc (1 xrefs)
[ ] s_seqtrans_6fde0ae4 @ 6fde0ae4 (1 xrefs)
[ ] s_cltcalc3_6fde0b00 @ 6fde0b00 (1 xrefs)
[ ] s_cltcalc2_6fde0b0c @ 6fde0b0c (1 xrefs)
[ ] s_cltcalc1_6fde0b18 @ 6fde0b18 (1 xrefs)
[ ] s_prgoverlay_6fde0b24 @ 6fde0b24 (1 xrefs)
[ ] s_prgsound_6fde0b30 @ 6fde0b30 (1 xrefs)
[ ] s_cltoverlayb_6fde0b3c @ 6fde0b3c (1 xrefs)
[ ] s_cltoverlaya_6fde0b48 @ 6fde0b48 (1 xrefs)
[ ] s_tgtoverlay_6fde0b60 @ 6fde0b60 (1 xrefs)
[ ] s_tgtsound_6fde0b6c @ 6fde0b6c (1 xrefs)
[ ] s_dosound_b_6fde0b78 @ 6fde0b78 (1 xrefs)
[ ] s_dosound_a_6fde0b84 @ 6fde0b84 (1 xrefs)
[ ] s_dosound_6fde0b90 @ 6fde0b90 (1 xrefs)
[ ] s_weaponsnd_6fde0b98 @ 6fde0b98 (1 xrefs)
[ ] s_stsounddelay_6fde0ba4 @ 6fde0ba4 (1 xrefs)
[ ] s_stsoundclass_6fde0bb4 @ 6fde0bb4 (1 xrefs)
[ ] s_stsound_6fde0bc4 @ 6fde0bc4 (1 xrefs)
[ ] s_stsuccessonly_6fde0bcc @ 6fde0bcc (1 xrefs)
[ ] s_cltprgfunc3_6fde0bdc @ 6fde0bdc (1 xrefs)
[ ] s_cltprgfunc2_6fde0be8 @ 6fde0be8 (1 xrefs)
[ ] s_cltprgfunc1_6fde0bf4 @ 6fde0bf4 (1 xrefs)
[ ] s_cltdofunc_6fde0c00 @ 6fde0c00 (1 xrefs)
[ ] s_cltstfunc_6fde0c0c @ 6fde0c0c (1 xrefs)
[ ] s_cltmissiled_6fde0c18 @ 6fde0c18 (1 xrefs)
[ ] s_cltmissilec_6fde0c24 @ 6fde0c24 (1 xrefs)
[ ] s_cltmissileb_6fde0c30 @ 6fde0c30 (1 xrefs)
[ ] s_cltmissilea_6fde0c3c @ 6fde0c3c (1 xrefs)
[ ] s_cltmissile_6fde0c48 @ 6fde0c48 (1 xrefs)
[ ] s_sumoverlay_6fde0c54 @ 6fde0c54 (1 xrefs)
[ ] s_sumumod_6fde0c60 @ 6fde0c60 (1 xrefs)
[ ] s_sumsk5calc_6fde0c68 @ 6fde0c68 (1 xrefs)
[ ] s_sumskill5_6fde0c74 @ 6fde0c74 (1 xrefs)
[ ] s_sumsk4calc_6fde0c80 @ 6fde0c80 (1 xrefs)
[ ] s_sumskill4_6fde0c8c @ 6fde0c8c (1 xrefs)
[ ] s_sumsk3calc_6fde0c98 @ 6fde0c98 (1 xrefs)
[ ] s_sumskill3_6fde0ca4 @ 6fde0ca4 (1 xrefs)
[ ] s_sumsk2calc_6fde0cb0 @ 6fde0cb0 (1 xrefs)
[ ] s_sumskill2_6fde0cbc @ 6fde0cbc (1 xrefs)
[ ] s_sumsk1calc_6fde0cc8 @ 6fde0cc8 (1 xrefs)
[ ] s_sumskill1_6fde0cd4 @ 6fde0cd4 (1 xrefs)
[ ] s_petmax_6fde0ce0 @ 6fde0ce0 (1 xrefs)
[ ] s_summode_6fde0ce8 @ 6fde0ce8 (1 xrefs)
[ ] s_summon_6fde0cf8 @ 6fde0cf8 (1 xrefs)
[ ] s_passiveeventfunc_6fde0d00 @ 6fde0d00 (1 xrefs)
[ ] s_passiveevent_6fde0d14 @ 6fde0d14 (1 xrefs)
[ ] s_passivecalc5_6fde0d24 @ 6fde0d24 (1 xrefs)
[ ] s_passivestat5_6fde0d34 @ 6fde0d34 (1 xrefs)
[ ] s_passivecalc4_6fde0d44 @ 6fde0d44 (1 xrefs)
[ ] s_passivestat4_6fde0d54 @ 6fde0d54 (1 xrefs)
[ ] s_passivecalc3_6fde0d64 @ 6fde0d64 (1 xrefs)
[ ] s_passivestat3_6fde0d74 @ 6fde0d74 (1 xrefs)
[ ] s_passivecalc2_6fde0d84 @ 6fde0d84 (1 xrefs)
[ ] s_passivestat2_6fde0d94 @ 6fde0d94 (1 xrefs)
[ ] s_passivecalc1_6fde0da4 @ 6fde0da4 (1 xrefs)
[ ] s_passivestat1_6fde0db4 @ 6fde0db4 (1 xrefs)
[ ] s_passiveitype_6fde0dc4 @ 6fde0dc4 (1 xrefs)
[ ] s_passivestate_6fde0dd4 @ 6fde0dd4 (1 xrefs)
[ ] s_auratgteventfunc_6fde0de4 @ 6fde0de4 (1 xrefs)
[ ] s_auratgtevent_6fde0df8 @ 6fde0df8 (1 xrefs)
[ ] s_auraeventfunc3_6fde0e08 @ 6fde0e08 (1 xrefs)
[ ] s_auraevent3_6fde0e18 @ 6fde0e18 (1 xrefs)
[ ] s_auraeventfunc2_6fde0e24 @ 6fde0e24 (1 xrefs)
[ ] s_auraevent2_6fde0e34 @ 6fde0e34 (1 xrefs)
[ ] s_auraeventfunc1_6fde0e40 @ 6fde0e40 (1 xrefs)
[ ] s_auraevent1_6fde0e50 @ 6fde0e50 (1 xrefs)
[ ] s_aurastatcalc6_6fde0e5c @ 6fde0e5c (1 xrefs)
[ ] s_aurastat6_6fde0e6c @ 6fde0e6c (1 xrefs)
[ ] s_aurastatcalc5_6fde0e78 @ 6fde0e78 (1 xrefs)
[ ] s_aurastat5_6fde0e88 @ 6fde0e88 (1 xrefs)
[ ] s_aurastatcalc4_6fde0e94 @ 6fde0e94 (1 xrefs)
[ ] s_aurastat4_6fde0ea4 @ 6fde0ea4 (1 xrefs)
[ ] s_aurastatcalc3_6fde0eb0 @ 6fde0eb0 (1 xrefs)
[ ] s_aurastat3_6fde0ec0 @ 6fde0ec0 (1 xrefs)
[ ] s_aurastatcalc2_6fde0ecc @ 6fde0ecc (1 xrefs)
[ ] s_aurastat2_6fde0edc @ 6fde0edc (1 xrefs)
[ ] s_aurastatcalc1_6fde0ee8 @ 6fde0ee8 (1 xrefs)
[ ] s_aurastat1_6fde0ef8 @ 6fde0ef8 (1 xrefs)
[ ] s_aurarangecalc_6fde0f04 @ 6fde0f04 (1 xrefs)
[ ] s_auralencalc_6fde0f14 @ 6fde0f14 (1 xrefs)
[ ] s_auratargetstate_6fde0f20 @ 6fde0f20 (1 xrefs)
[ ] s_aurastate_6fde0f30 @ 6fde0f30 (1 xrefs)
[ ] s_aurafilter_6fde0f3c @ 6fde0f3c (1 xrefs)
[ ] s_immediate_6fde0f48 @ 6fde0f48 (1 xrefs)
[ ] s_decquant_6fde0f54 @ 6fde0f54 (1 xrefs)
[ ] s_srvoverlay_6fde0f64 @ 6fde0f64 (1 xrefs)
[ ] s_srvmissilec_6fde0f70 @ 6fde0f70 (1 xrefs)
[ ] s_srvmissileb_6fde0f7c @ 6fde0f7c (1 xrefs)
[ ] s_srvmissilea_6fde0f88 @ 6fde0f88 (1 xrefs)
[ ] s_srvmissile_6fde0f94 @ 6fde0f94 (1 xrefs)
[ ] s_prgdam_6fde0fa0 @ 6fde0fa0 (1 xrefs)
[ ] s_prgcalc3_6fde0fa8 @ 6fde0fa8 (1 xrefs)
[ ] s_prgcalc2_6fde0fb4 @ 6fde0fb4 (1 xrefs)
[ ] s_prgcalc1_6fde0fc0 @ 6fde0fc0 (1 xrefs)
[ ] s_srvprgfunc3_6fde0fcc @ 6fde0fcc (1 xrefs)
[ ] s_srvprgfunc2_6fde0fd8 @ 6fde0fd8 (1 xrefs)
[ ] s_srvprgfunc1_6fde0fe4 @ 6fde0fe4 (1 xrefs)
[ ] s_srvdofunc_6fde0ff0 @ 6fde0ff0 (1 xrefs)
[ ] s_srvstfunc_6fde0ffc @ 6fde0ffc (1 xrefs)
[ ] s_charclass_6fde1008 @ 6fde1008 (1 xrefs)
[ ] s_dsc3calcb7_6fde1014 @ 6fde1014 (1 xrefs)
[ ] s_dsc3calca7_6fde1020 @ 6fde1020 (1 xrefs)
[ ] s_dsc3textb7_6fde102c @ 6fde102c (1 xrefs)
[ ] s_dsc3texta7_6fde1038 @ 6fde1038 (1 xrefs)
[ ] s_dsc3line7_6fde1044 @ 6fde1044 (1 xrefs)
[ ] s_dsc3calcb6_6fde1050 @ 6fde1050 (1 xrefs)
[ ] s_dsc3calca6_6fde105c @ 6fde105c (1 xrefs)
[ ] s_dsc3textb6_6fde1068 @ 6fde1068 (1 xrefs)
[ ] s_dsc3texta6_6fde1074 @ 6fde1074 (1 xrefs)
[ ] s_dsc3line6_6fde1080 @ 6fde1080 (1 xrefs)
[ ] s_dsc3calcb5_6fde108c @ 6fde108c (1 xrefs)
[ ] s_dsc3calca5_6fde1098 @ 6fde1098 (1 xrefs)
[ ] s_dsc3textb5_6fde10a4 @ 6fde10a4 (1 xrefs)
[ ] s_dsc3texta5_6fde10b0 @ 6fde10b0 (1 xrefs)
[ ] s_dsc3line5_6fde10bc @ 6fde10bc (1 xrefs)
[ ] s_dsc3calcb4_6fde10c8 @ 6fde10c8 (1 xrefs)
[ ] s_dsc3calca4_6fde10d4 @ 6fde10d4 (1 xrefs)
[ ] s_dsc3textb4_6fde10e0 @ 6fde10e0 (1 xrefs)
[ ] s_dsc3texta4_6fde10ec @ 6fde10ec (1 xrefs)
[ ] s_dsc3line4_6fde10f8 @ 6fde10f8 (1 xrefs)
[ ] s_dsc3calcb3_6fde1104 @ 6fde1104 (1 xrefs)
[ ] s_dsc3calca3_6fde1110 @ 6fde1110 (1 xrefs)
[ ] s_dsc3textb3_6fde111c @ 6fde111c (1 xrefs)
[ ] s_dsc3texta3_6fde1128 @ 6fde1128 (1 xrefs)
[ ] s_dsc3line3_6fde1134 @ 6fde1134 (1 xrefs)
[ ] s_dsc3calcb2_6fde1140 @ 6fde1140 (1 xrefs)
[ ] s_dsc3calca2_6fde114c @ 6fde114c (1 xrefs)
[ ] s_dsc3textb2_6fde1158 @ 6fde1158 (1 xrefs)
[ ] s_dsc3texta2_6fde1164 @ 6fde1164 (1 xrefs)
[ ] s_dsc3line2_6fde1170 @ 6fde1170 (1 xrefs)
[ ] s_dsc3calcb1_6fde117c @ 6fde117c (1 xrefs)
[ ] s_dsc3calca1_6fde1188 @ 6fde1188 (1 xrefs)
[ ] s_dsc3textb1_6fde1194 @ 6fde1194 (1 xrefs)
[ ] s_dsc3texta1_6fde11a0 @ 6fde11a0 (1 xrefs)
[ ] s_dsc3line1_6fde11ac @ 6fde11ac (1 xrefs)
[ ] s_dsc2calcb4_6fde11b8 @ 6fde11b8 (1 xrefs)
[ ] s_dsc2calca4_6fde11c4 @ 6fde11c4 (1 xrefs)
[ ] s_dsc2textb4_6fde11d0 @ 6fde11d0 (1 xrefs)
[ ] s_dsc2texta4_6fde11dc @ 6fde11dc (1 xrefs)
[ ] s_dsc2line4_6fde11e8 @ 6fde11e8 (1 xrefs)
[ ] s_dsc2calcb3_6fde11f4 @ 6fde11f4 (1 xrefs)
[ ] s_dsc2calca3_6fde1200 @ 6fde1200 (1 xrefs)
[ ] s_dsc2textb3_6fde120c @ 6fde120c (1 xrefs)
[ ] s_dsc2texta3_6fde1218 @ 6fde1218 (1 xrefs)
[ ] s_dsc2line3_6fde1224 @ 6fde1224 (1 xrefs)
[ ] s_dsc2calcb2_6fde1230 @ 6fde1230 (1 xrefs)
[ ] s_dsc2calca2_6fde123c @ 6fde123c (1 xrefs)
[ ] s_dsc2textb2_6fde1248 @ 6fde1248 (1 xrefs)
[ ] s_dsc2texta2_6fde1254 @ 6fde1254 (1 xrefs)
[ ] s_dsc2line2_6fde1260 @ 6fde1260 (1 xrefs)
[ ] s_dsc2calcb1_6fde126c @ 6fde126c (1 xrefs)
[ ] s_dsc2calca1_6fde1278 @ 6fde1278 (1 xrefs)
[ ] s_dsc2textb1_6fde1284 @ 6fde1284 (1 xrefs)
[ ] s_dsc2texta1_6fde1290 @ 6fde1290 (1 xrefs)
[ ] s_dsc2line1_6fde129c @ 6fde129c (1 xrefs)
[ ] s_desccalcb6_6fde12a8 @ 6fde12a8 (1 xrefs)
[ ] s_desccalca6_6fde12b4 @ 6fde12b4 (1 xrefs)
[ ] s_desctextb6_6fde12c0 @ 6fde12c0 (1 xrefs)
[ ] s_desctexta6_6fde12cc @ 6fde12cc (1 xrefs)
[ ] s_descline6_6fde12d8 @ 6fde12d8 (1 xrefs)
[ ] s_desccalcb5_6fde12e4 @ 6fde12e4 (1 xrefs)
[ ] s_desccalca5_6fde12f0 @ 6fde12f0 (1 xrefs)
[ ] s_desctextb5_6fde12fc @ 6fde12fc (1 xrefs)
[ ] s_desctexta5_6fde1308 @ 6fde1308 (1 xrefs)
[ ] s_descline5_6fde1314 @ 6fde1314 (1 xrefs)
[ ] s_desccalcb4_6fde1320 @ 6fde1320 (1 xrefs)
[ ] s_desccalca4_6fde132c @ 6fde132c (1 xrefs)
[ ] s_desctextb4_6fde1338 @ 6fde1338 (1 xrefs)
[ ] s_desctexta4_6fde1344 @ 6fde1344 (1 xrefs)
[ ] s_descline4_6fde1350 @ 6fde1350 (1 xrefs)
[ ] s_desccalcb3_6fde135c @ 6fde135c (1 xrefs)
[ ] s_desccalca3_6fde1368 @ 6fde1368 (1 xrefs)
[ ] s_desctextb3_6fde1374 @ 6fde1374 (1 xrefs)
[ ] s_desctexta3_6fde1380 @ 6fde1380 (1 xrefs)
[ ] s_descline3_6fde138c @ 6fde138c (1 xrefs)
[ ] s_desccalcb2_6fde1398 @ 6fde1398 (1 xrefs)
[ ] s_desccalca2_6fde13a4 @ 6fde13a4 (1 xrefs)
[ ] s_desctextb2_6fde13b0 @ 6fde13b0 (1 xrefs)
[ ] s_desctexta2_6fde13bc @ 6fde13bc (1 xrefs)
[ ] s_descline2_6fde13c8 @ 6fde13c8 (1 xrefs)
[ ] s_desccalcb1_6fde13d4 @ 6fde13d4 (1 xrefs)
[ ] s_desccalca1_6fde13e0 @ 6fde13e0 (1 xrefs)
[ ] s_desctextb1_6fde13ec @ 6fde13ec (1 xrefs)
[ ] s_desctexta1_6fde13f8 @ 6fde13f8 (1 xrefs)
[ ] s_descline1_6fde1404 @ 6fde1404 (1 xrefs)
[ ] s_descmissile3_6fde1410 @ 6fde1410 (1 xrefs)
[ ] s_descmissile2_6fde1420 @ 6fde1420 (1 xrefs)
[ ] s_descmissile1_6fde1430 @ 6fde1430 (1 xrefs)
[ ] s_p3dmmax_6fde1440 @ 6fde1440 (1 xrefs)
[ ] s_p3dmmin_6fde1448 @ 6fde1448 (1 xrefs)
[ ] s_p3dmelem_6fde1450 @ 6fde1450 (1 xrefs)
[ ] s_p2dmmax_6fde145c @ 6fde145c (1 xrefs)
[ ] s_p2dmmin_6fde1464 @ 6fde1464 (1 xrefs)
[ ] s_p2dmelem_6fde146c @ 6fde146c (1 xrefs)
[ ] s_p1dmmax_6fde1478 @ 6fde1478 (1 xrefs)
[ ] s_p1dmmin_6fde1480 @ 6fde1480 (1 xrefs)
[ ] s_p1dmelem_6fde1488 @ 6fde1488 (1 xrefs)
[ ] s_ddam_calc2_6fde1494 @ 6fde1494 (1 xrefs)
[ ] s_ddam_calc1_6fde14a0 @ 6fde14a0 (1 xrefs)
[ ] s_descatt_6fde14ac @ 6fde14ac (1 xrefs)
[ ] s_descdam_6fde14b4 @ 6fde14b4 (1 xrefs)
[ ] s_str_mana_6fde14bc @ 6fde14bc (1 xrefs)
[ ] s_str_alt_6fde14c8 @ 6fde14c8 (1 xrefs)
[ ] s_str_long_6fde14d0 @ 6fde14d0 (1 xrefs)
[ ] s_str_short_6fde14dc @ 6fde14dc (1 xrefs)
[ ] s_str_name_6fde14e8 @ 6fde14e8 (1 xrefs)
[ ] s_iconcel_6fde14f4 @ 6fde14f4 (1 xrefs)
[ ] s_ListPool_6fde14fc @ 6fde14fc (1 xrefs)
[ ] s_ListRow_6fde1508 @ 6fde1508 (1 xrefs)
[ ] s_skillcolumn_6fde1510 @ 6fde1510 (1 xrefs)
[ ] s_skillrow_6fde151c @ 6fde151c (1 xrefs)
[ ] s_skillpage_6fde1528 @ 6fde1528 (1 xrefs)
[ ] s_sklvl_6fde1540 @ 6fde1540 (1 xrefs)
[ ] s_%s\%s.bin_6fde154c @ 6fde154c (1 xrefs)
[ ] s_experience_6fde1558 @ 6fde1558 (1 xrefs)
[ ] s_ExpRatio_6fde1564 @ 6fde1564 (1 xrefs)
[ ] s_Assassin_6fde1570 @ 6fde1570 (1 xrefs)
[ ] s_Druid_6fde157c @ 6fde157c (1 xrefs)
[ ] s_Barbarian_6fde1584 @ 6fde1584 (1 xrefs)
[ ] s_Paladin_6fde1590 @ 6fde1590 (1 xrefs)
[ ] s_Necromancer_6fde1598 @ 6fde1598 (1 xrefs)
[ ] s_Sorceress_6fde15a4 @ 6fde15a4 (1 xrefs)
[ ] s_Amazon_6fde15b0 @ 6fde15b0 (1 xrefs)
[ ] s_charstats_6fde15b8 @ 6fde15b8 (1 xrefs)
[ ] s_StatPerLevel_6fde15c4 @ 6fde15c4 (1 xrefs)
[ ] s_Skill_10_6fde15d4 @ 6fde15d4 (1 xrefs)
[ ] s_Skill_9_6fde15e0 @ 6fde15e0 (1 xrefs)
[ ] s_Skill_8_6fde15e8 @ 6fde15e8 (1 xrefs)
[ ] s_Skill_7_6fde15f0 @ 6fde15f0 (1 xrefs)
[ ] s_Skill_6_6fde15f8 @ 6fde15f8 (1 xrefs)
[ ] s_Skill_5_6fde1600 @ 6fde1600 (1 xrefs)
[ ] s_Skill_4_6fde1608 @ 6fde1608 (1 xrefs)
[ ] s_Skill_3_6fde1610 @ 6fde1610 (1 xrefs)
[ ] s_Skill_2_6fde1618 @ 6fde1618 (1 xrefs)
[ ] s_Skill_1_6fde1620 @ 6fde1620 (1 xrefs)
[ ] s_StartSkill_6fde1628 @ 6fde1628 (1 xrefs)
[ ] s_StrClassOnly_6fde1634 @ 6fde1634 (1 xrefs)
[ ] s_StrSkillTab3_6fde1644 @ 6fde1644 (1 xrefs)
[ ] s_StrSkillTab2_6fde1654 @ 6fde1654 (1 xrefs)
[ ] s_StrSkillTab1_6fde1664 @ 6fde1664 (1 xrefs)
[ ] s_StrAllSkills_6fde1674 @ 6fde1674 (1 xrefs)
[ ] s_basewclass_6fde1684 @ 6fde1684 (1 xrefs)
[ ] s_BlockFactor_6fde1690 @ 6fde1690 (1 xrefs)
[ ] s_ManaPerMagic_6fde169c @ 6fde169c (1 xrefs)
[ ] s_StaminaPerVitality_6fde16ac @ 6fde16ac (1 xrefs)
[ ] s_LifePerVitality_6fde16c0 @ 6fde16c0 (1 xrefs)
[ ] s_ManaPerLevel_6fde16d0 @ 6fde16d0 (1 xrefs)
[ ] s_StaminaPerLevel_6fde16e0 @ 6fde16e0 (1 xrefs)
[ ] s_LifePerLevel_6fde16f0 @ 6fde16f0 (1 xrefs)
[ ] s_RunDrain_6fde1700 @ 6fde1700 (1 xrefs)
[ ] s_RunVelocity_6fde170c @ 6fde170c (1 xrefs)
[ ] s_WalkVelocity_6fde1718 @ 6fde1718 (1 xrefs)
[ ] s_ToHitFactor_6fde1728 @ 6fde1728 (1 xrefs)
[ ] s_ManaRegen_6fde1734 @ 6fde1734 (1 xrefs)
[ ] s_PercentInt_6fde1740 @ 6fde1740 (1 xrefs)
[ ] s_PercentVit_6fde174c @ 6fde174c (1 xrefs)
[ ] s_PercentDex_6fde1758 @ 6fde1758 (1 xrefs)
[ ] s_PercentStr_6fde1764 @ 6fde1764 (1 xrefs)
[ ] s_hpadd_6fde1770 @ 6fde1770 (1 xrefs)
[ ] s_stamina_6fde1778 @ 6fde1778 (1 xrefs)
[ ] s_events_6fde1780 @ 6fde1780 (1 xrefs)
[ ] s_misscalc_6fde1798 @ 6fde1798 (1 xrefs)
[ ] s_skillcalc_6fde17a4 @ 6fde17a4 (1 xrefs)
[ ] s_monplace_6fde17b0 @ 6fde17b0 (1 xrefs)
[ ] s_monai_6fde17bc @ 6fde17bc (1 xrefs)
[ ] s_colors_6fde17e4 @ 6fde17e4 (1 xrefs)
[ ] s_hitclass_6fde17ec @ 6fde17ec (1 xrefs)
[ ] s_elemtypes_6fde17f8 @ 6fde17f8 (1 xrefs)
[ ] s_bodylocs_6fde1804 @ 6fde1804 (1 xrefs)
[ ] s_playerclass_6fde1810 @ 6fde1810 (1 xrefs)
[ ] s_compcode_6fde181c @ 6fde181c (1 xrefs)
[ ] s_uniqueappellation_6fde185c @ 6fde185c (1 xrefs)
[ ] s_uniquesuffix_6fde1870 @ 6fde1870 (1 xrefs)
[ ] s_uniqueprefix_6fde1880 @ 6fde1880 (1 xrefs)
[ ] s_uniquetitle_6fde1890 @ 6fde1890 (1 xrefs)
[ ] s_monequip_6fde189c @ 6fde189c (1 xrefs)
[ ] s_oninit_6fde18d8 @ 6fde18d8 (1 xrefs)
[ ] s_monster_6fde18e0 @ 6fde18e0 (1 xrefs)
[ ] s_monseq_6fde18e8 @ 6fde18e8 (1 xrefs)
[ ] s_frame_6fde18f4 @ 6fde18f4 (1 xrefs)
[ ] s_sequence_6fde1904 @ 6fde1904 (1 xrefs)
[ ] s_sounds_6fde1910 @ 6fde1910 (1 xrefs)
[ ] s_Sound_6fde1918 @ 6fde1918 (1 xrefs)
[ ] s_monpreset_6fde1920 @ 6fde1920 (1 xrefs)
[ ] s_Place_6fde192c @ 6fde192c (1 xrefs)
[ ] s_monlvl_6fde1934 @ 6fde1934 (1 xrefs)
[ ] s_L-XP(H)_6fde193c @ 6fde193c (1 xrefs)
[ ] s_L-XP(N)_6fde1944 @ 6fde1944 (1 xrefs)
[ ] s_L-DM(H)_6fde1954 @ 6fde1954 (1 xrefs)
[ ] s_L-DM(N)_6fde195c @ 6fde195c (1 xrefs)
[ ] s_L-HP(H)_6fde196c @ 6fde196c (1 xrefs)
[ ] s_L-HP(N)_6fde1974 @ 6fde1974 (1 xrefs)
[ ] s_L-TH(H)_6fde1984 @ 6fde1984 (1 xrefs)
[ ] s_L-TH(N)_6fde198c @ 6fde198c (1 xrefs)
[ ] s_L-AC(H)_6fde199c @ 6fde199c (1 xrefs)
[ ] s_L-AC(N)_6fde19a4 @ 6fde19a4 (1 xrefs)
[ ] s_XP(H)_6fde19b4 @ 6fde19b4 (1 xrefs)
[ ] s_XP(N)_6fde19bc @ 6fde19bc (1 xrefs)
[ ] s_DM(H)_6fde19c8 @ 6fde19c8 (1 xrefs)
[ ] s_DM(N)_6fde19d0 @ 6fde19d0 (1 xrefs)
[ ] s_HP(H)_6fde19dc @ 6fde19dc (1 xrefs)
[ ] s_HP(N)_6fde19e4 @ 6fde19e4 (1 xrefs)
[ ] s_TH(H)_6fde19f0 @ 6fde19f0 (1 xrefs)
